first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Ryan,Christie,Christie,Midfielder,BOU,7.26623782175261,8.970953696166251,0.0,0.0,Suspended until 29 Aug,4.9,0.1,0.0,9.6,47,0,1.8,0.0,0.17,0.07,0.24,,226.6,197.0,220.0,64.7,0.0,2,1,3,14,9,0.0,0.0,0.0,0.0,0.0,0.0,0.40916851505511115,0.9706862443772822,1.94590765040649,1.5077282230791949,2.432747188834532,1.704715874413642,,,,,,,0.0,0.0,Bournemouth,38
Tyler,Fredricson,Fredricson,Defender,MUN,7.3444904431223215,8.965381656723704,,,,3.7,0.2,0.0,0.3,1,0,1.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.4,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.118395022755157,1.5453559421269907,1.8909393055390593,1.1570792614164818,1.6327209112846321,1.6208912136013827,,,,,,,0.0,0.0,Man Utd,38
Ethan,Wheatley,Wheatley,Forward,MUN,6.74460327631391,8.962494825646786,0.0,0.0,has joined Bradford City on loan for the rest of the season.,4.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4953797507803913,1.1131502000493176,1.5934158987395701,1.5280611417205912,2.01459628502404,2.217891549332876,,,,,,,0.0,0.0,Man Utd,38
Benjamin,Arthur,Arthur,Defender,BRE,6.850736665537947,8.962305598210543,0.0,0.0,has joined Celtic on loan for the rest of the season.,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814847405275622,0.8469359354493713,1.5045037098248386,2.09994551162716,1.9178667681090145,2.111568932672596,,,,,,,0.0,0.0,Brentford,38
Andy,Irving,Irving,Midfielder,WHU,6.012737289680336,8.954613420198315,0.0,0.0,has joined Sparta Prague permanently.,4.3,0.2,0.0,2.1,9,0,1.3,0.0,0.0,0.1,0.1,,31.6,52.3,2.0,8.6,0.0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5395380038284813,0.7332635377811263,1.5145721113372967,1.4096698399227678,1.8156937968106637,2.941876130517979,,,,,,,0.0,0.0,West Ham,38
Lucá,Williams-Barnett,Williams-Barnett,Midfielder,TOT,6.882710841500717,8.95289705743168,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9623631099784611,1.5552875230743093,1.4722133254194039,1.2998215538767603,1.5930253291517833,2.0701862159309625,,,,,,,0.0,0.0,Spurs,38
Rio,Kyerematen,Kyerematen,Midfielder,TOT,6.882710841500717,8.95289705743168,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9623631099784611,1.5552875230743093,1.4722133254194039,1.2998215538767603,1.5930253291517833,2.0701862159309625,,,,,,,0.0,0.0,Spurs,38
Samuel,Amissah,Amissah,Defender,FUL,7.088370497603755,8.946756043323138,,,,3.8,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.121650051338217,1.516497493551372,1.4860544762183998,1.2499460861728302,1.7142223903229359,1.858385545719382,,,,,,,0.0,0.0,Fulham,38
Álex,Moreno Lopera,Alex Moreno,Defender,AVL,6.840838613198637,8.94663514670987,0.0,0.0,Has joined Girona permanently.,4.0,1.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4907547522077333,0.8491247189321838,1.54676959218069,1.8401975173321976,2.1139920325458323,2.1057965335112314,,,,,,,0.0,0.0,Aston Villa,38
Harry,Amass,Amass,Defender,MUN,6.810244121820811,8.945616360326106,0.0,0.0,has joined Norwich City on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814847405275622,0.8871597494258527,1.52649959228178,1.8998716290654332,2.0152284105201828,2.135372238505295,,,,,,,0.0,0.0,Man Utd,38
André,Onana,Onana,Goalkeeper,MUN,6.748859261163636,8.944233306695985,0.0,0.0,has joined Trabzonspor on loan for the rest of the season.,4.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4880124202616033,0.8760212364872231,1.5982411061507948,1.7048150934518056,2.0817694048122095,2.1953740455323487,,,,,,,0.0,0.0,Man Utd,38
Claudio,Echeverri,Echeverri,Midfielder,MCI,5.709443556719895,8.940591898279697,0.0,0.0,has joined Girona on loan for the rest of the season.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.518923617128532,0.7682367464400064,1.4636761293740586,1.4260294996681764,1.5325775641091224,3.2311483415598024,,,,,,,0.0,0.0,Man City,38
Nathan,Patterson,Patterson,Defender,EVE,7.3236687387306905,8.93780501724349,100.0,100.0,,4.4,0.0,0.0,5.0,22,0,3.1,0.0,0.01,0.02,0.03,,65.6,6.4,17.0,8.8,0.0,0,0,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.934617351586631,1.3181086538287663,1.6602720660169092,1.5080867081564744,1.9025839591419094,1.614136278512799,,,,,,,0.0,0.0,Everton,38
Manor,Solomon,Solomon,Midfielder,TOT,5.7058499210635,8.932824343113642,0.0,0.0,has joined Fiorentina on loan for the rest of the season.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.518923617128532,0.7682367464400064,1.4634183417453115,1.4508403340478413,1.5044308817018082,3.226974422050142,,,,,,,0.0,0.0,Spurs,38
Tammy,Abraham,Abraham,Forward,AVL,7.12802353425464,8.925700038508406,,,,5.7,0.2,0.0,4.0,23,0,1.9,0.0,0.66,0.12,0.78,,87.2,49.2,136.0,27.1,0.0,2,0,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.7927075984641232,1.1849079303217067,1.5736326524026953,1.614669241217226,1.9621061118488887,1.7976765042537657,,,,,,,0.0,0.0,Aston Villa,38
Lewis,Orford,Orford,Midfielder,WHU,5.932660278916581,8.919041806994267,0.0,0.0,has joined Stevenage on loan for the rest of the season.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172715459903517,0.7645729483765458,1.5549470239119496,1.3254843487407006,1.7703844118970324,2.986381528077686,,,,,,,0.0,0.0,West Ham,38
Odsonne,Édouard,Édouard,Forward,CRY,6.528053753769889,8.916125133123447,0.0,0.0,has joined RC Lens permanently.,5.0,0.2,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925366625713693,0.8663446296417463,1.6290959508493683,1.3289802330878784,2.2110962776195264,2.3880713793535593,,,,,,,0.0,0.0,Crystal Palace,38
Kian,McMahon-Brown,McMahon-Brown,Midfielder,BUR,6.864009865989731,8.907784930686518,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.945334012458255,1.4741899213154863,1.4596323918581495,1.2933423117963296,1.6915112285615106,2.043775064696786,,,,,,,0.0,0.0,Burnley,38
Oliver,Pimlott,Pimlott,Midfielder,BUR,6.864009865989731,8.907784930686518,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.945334012458255,1.4741899213154863,1.4596323918581495,1.2933423117963296,1.6915112285615106,2.043775064696786,,,,,,,0.0,0.0,Burnley,38
George,Brierley,Brierley,Midfielder,BUR,6.864009865989731,8.907784930686518,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.945334012458255,1.4741899213154863,1.4596323918581495,1.2933423117963296,1.6915112285615106,2.043775064696786,,,,,,,0.0,0.0,Burnley,38
Pierre,Ekwah Elimby,Ekwah,Midfielder,SUN,5.857571257530195,8.904254325361123,0.0,0.0,Has joined AS Saint-Etienne permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172715459903517,0.7645729483765458,1.4900460865901128,1.3173469747486668,1.7683337018245169,3.046683067830928,,,,,,,0.0,0.0,Sunderland,38
Alan,Browne,Browne,Midfielder,SUN,5.857571257530195,8.904254325361123,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172715459903517,0.7645729483765458,1.4900460865901128,1.3173469747486668,1.7683337018245169,3.046683067830928,,,,,,,0.0,0.0,Sunderland,38
Tymur,Tutierov,Tutierov,Midfielder,SUN,5.857571257530195,8.904254325361123,0.0,0.0,has joined Exeter City on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172715459903517,0.7645729483765458,1.4900460865901128,1.3173469747486668,1.7683337018245169,3.046683067830928,,,,,,,0.0,0.0,Sunderland,38
Marko,Stamenić,Stamenic,Midfielder,NFO,5.87646983035507,8.90406180054509,0.0,0.0,Has joined Swansea City permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172715459903517,0.7645729483765458,1.5096749301602752,1.3120367463276048,1.7729136595002928,3.02759197019002,,,,,,,0.0,0.0,Nott'm Forest,38
Julián,Araujo Zúñiga,J.Araujo,Defender,BOU,6.726595067208196,8.90377052487931,0.0,0.0,has joined Celtic on loan for the rest of the season.,3.8,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.48681442552875553,0.7870385727519872,1.5644103572180645,2.2532607099881647,1.635071001721224,2.1771754576711126,,,,,,,0.0,0.0,Bournemouth,38
Abdoullah,Ba,Ba,Midfielder,SUN,6.8441750258385845,8.902718951910247,,,,4.3,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9456476995061861,1.4997925018114744,1.5263867776324322,1.2899551890082526,1.5823928578802398,2.0585439260716623,,,,,,,0.0,0.0,Sunderland,38
Andreas,Hoelgebaum Pereira,Andreas,Midfielder,FUL,5.686113281980167,8.901798435516437,0.0,0.0,has joined Palmeiras permanently.,5.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.518923617128532,0.7532320450300846,1.452882092174855,1.4642509102305654,1.4968246174161302,3.21568515353627,,,,,,,0.0,0.0,Fulham,38
João Pedro,Ferreira da Silva,Jota,Midfielder,NFO,5.693821517339389,8.900955387265919,0.0,0.0,has joined Besiktas on loan for the rest of the season.,5.4,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,5.0,0.5,4.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.518923617128532,0.7588764097054023,1.4634183417453115,1.466571726587249,1.486031422172894,3.2071338699265293,,,,,,,0.0,0.0,Nott'm Forest,38
Stefan,Bajčetić Maquieira,Bajcetic,Midfielder,LIV,6.10177131580912,8.900802113034935,0.0,0.0,Hamstring injury - Unknown return date,4.2,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172715459903517,0.7589514434441662,1.647201297529851,1.318306257366575,1.860040771478176,2.799030797225815,,,,,,,0.0,0.0,Liverpool,38
James,McConnell,McConnell,Midfielder,LIV,5.870954924194488,8.89854689438451,0.0,0.0,has joined Ajax on loan for the rest of the season.,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172715459903517,0.7645729483765458,1.5096749301602752,1.3078221420081961,1.7716133576591198,3.02759197019002,,,,,,,0.0,0.0,Liverpool,38
Illia,Zabarnyi,Zabarnyi,Defender,BOU,6.661788753065546,8.893243637232262,0.0,0.0,Has joined Paris Saint-Germain permanently.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.48715180890143245,1.1152899502472218,1.8732761590002973,1.4876089383603004,1.6984618965562948,2.2314548841667152,,,,,,,0.0,0.0,Bournemouth,38
Bryan,Gil Salvatierra,Bryan,Midfielder,TOT,5.764864205405246,8.880372428542893,0.0,0.0,has joined Girona permanently.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.509578213856258,0.7609125126247591,1.4889015626071334,1.3751059470622669,1.6303659692548287,3.115508223137647,,,,,,,0.0,0.0,Spurs,38
Norberto,Murara Neto,Neto,Goalkeeper,BOU,6.724446623059739,8.875475395187475,0.0,0.0,Has joined Botafogo permanently.,4.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794647652162684,0.7730590703236544,1.5855723318076946,2.29516127104971,1.591189184662412,2.1510287721277352,,,,,,,0.0,0.0,Bournemouth,38
Mateo,Joseph Fernández-Regatillo,Mateo Joseph,Forward,LEE,6.660177734417799,8.872323878867732,0.0,0.0,Has joined RCD Mallorca on loan for the rest of the season.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5093059791693147,1.1885343695957737,1.8208658954943537,1.528621356833186,1.6128501333251708,2.2121461444499335,,,,,,,0.0,0.0,Leeds,38
Luke,Harris,Harris,Midfielder,FUL,5.819215869033064,8.869168803617073,0.0,0.0,Has joined Oxford United on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049291982889147,0.7645729483765458,1.4900460865901128,1.332571446364828,1.7270961894126624,3.049952934584009,,,,,,,0.0,0.0,Fulham,38
Martial,Godo,Godo,Midfielder,FUL,5.819215869033064,8.869168803617073,0.0,0.0,has joined Strasbourg permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049291982889147,0.7645729483765458,1.4900460865901128,1.332571446364828,1.7270961894126624,3.049952934584009,,,,,,,0.0,0.0,Fulham,38
Kalvin,Phillips,Phillips,Midfielder,MCI,5.8390836673640205,8.868180243460925,0.0,0.0,has joined Sheffield United on loan for the rest of the season.,4.7,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.509578213856258,0.7645729483765458,1.4685297017037,1.3262254747601232,1.7701773286673936,3.029096576096904,,,,,,,0.0,0.0,Man City,38
Tyler,Morton,Morton,Midfielder,LIV,5.815573115445089,8.864962503437214,0.0,0.0,Has joined Lyon permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049291982889147,0.7645729483765458,1.4900460865901128,1.3278354741653189,1.7281894080241966,3.0493893879921257,,,,,,,0.0,0.0,Liverpool,38
Patrick,Bamford,Bamford,Forward,LEE,6.619439710468381,8.841494036187928,0.0,0.0,has departed the club as a free agent.,4.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5059153999071722,1.1489501855599458,1.7732972134783156,1.5532539643341527,1.6380229471887944,2.222054325719548,,,,,,,0.0,0.0,Leeds,38
Walter,Benítez,Benitez,Goalkeeper,CRY,7.0411955724303015,8.836857031648762,100.0,100.0,,3.9,0.3,0.0,1.8,7,0,7.0,0.0,0.0,0.0,0.0,,22.8,0.0,0.0,2.3,0.0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5311407635308607,1.0884904139942964,1.3245404983428117,1.3228275424207947,1.7741963541415384,1.7956614592184603,,,,,,,0.0,0.0,Crystal Palace,38
Aarón,Anselmino,Anselmino,Defender,CHE,6.702489948360798,8.834367255475577,0.0,0.0,has joined Strasbourg on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733735796084324,0.835830116711954,1.5790278739131507,2.1581869617525022,1.6560714163747587,2.1318773071147783,,,,,,,0.0,0.0,Chelsea,38
Isaac,Schmidt,Schmidt,Defender,LEE,6.693602948821719,8.825480255936498,0.0,0.0,has joined Werder Bremen on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733735796084324,0.834625136720109,1.5790278739131507,2.1581869617525022,1.6483893968275245,2.1318773071147783,,,,,,,0.0,0.0,Leeds,38
Jack,Grealish,Grealish,Midfielder,EVE,7.410790685807937,8.824815549063691,0.0,0.0,Foot injury - Expected back 01 Jun,6.3,5.6,0.0,12.5,79,0,4.0,0.0,0.11,0.19,0.3,,374.2,520.5,397.0,129.2,0.0,2,6,7,23,18,0.0,0.0,0.0,0.0,0.0,0.0,0.3950188957634227,1.703554131668333,1.6079677749029861,1.5387117363022385,2.1655381471709565,1.4140248632557548,,,,,,,0.0,0.0,Everton,38
Chris,Mepham,Mepham,Defender,BOU,6.689259302261659,8.821136609376438,0.0,0.0,has joined West Bromwich Albion permanently.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733735796084324,0.8255904296459597,1.5790278739131507,2.1581869617525022,1.6530804573416145,2.1318773071147783,,,,,,,0.0,0.0,Bournemouth,38
Harrison,Ashby,Ashby,Defender,NEW,6.697496272036031,8.81916435866401,0.0,0.0,has joined Bradford City on loan for the rest of the season.,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.47758610104957067,0.7972307912128256,1.5687550549851919,2.197852908413685,1.6560714163747587,2.1216680866279782,,,,,,,0.0,0.0,Newcastle,38
Cristian,Romero,Romero,Defender,TOT,6.630014745230655,8.817080205317883,0.0,0.0,Knee injury - Expected back 01 Jun,5.0,2.9,0.0,18.2,91,0,4.0,0.0,0.07,0.06,0.13,,574.8,133.6,223.0,93.2,0.0,4,1,5,33,22,0.0,0.0,0.0,0.0,0.0,0.0,0.4393216131635875,0.9035613920827306,1.602185561404069,1.3503068602985882,2.3346393182816794,2.1870654600872266,,,,,,,0.0,0.0,Spurs,38
Harry,Gray,Gray,Forward,LEE,6.625945142441006,8.815189717158106,0.0,0.0,has joined Rotherham United on loan for the rest of the season.,4.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49202670334659,1.1189515289138114,1.66320589053146,1.77761410085719,1.5741469187919557,2.189244574717099,,,,,,,0.0,0.0,Leeds,38
Elijah,Campbell,Campbell,Defender,EVE,6.6893424278574,8.808364280848831,0.0,0.0,has joined Port Vale on loan for the rest of the season.,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.47758610104957067,0.7898051159204058,1.5687550549851919,2.2747162367152587,1.5784799191869725,2.1190218529914304,,,,,,,0.0,0.0,Everton,38
Maldini,Kacurri,Kacurri,Defender,ARS,6.665861918965516,8.80026452370889,0.0,0.0,has joined Morecambe on loan for the rest of the season.,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733735796084324,0.8457636496587386,1.5954651461263412,2.069556901725397,1.6817026418466066,2.134402604743374,,,,,,,0.0,0.0,Arsenal,38
Daniel,Adu-Adjei,Adu-Adjei,Forward,BOU,6.602457193086211,8.796368143547417,0.0,0.0,has joined HNK Rijeka permanently.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49202670334659,1.0954868509842832,1.6460566412853366,1.8021532348702853,1.5667337625997155,2.1939109504612055,,,,,,,0.0,0.0,Bournemouth,38
Mads,Roerslev Rasmussen,Roerslev,Defender,BRE,6.664699560758775,8.79518610013752,0.0,0.0,Has joined Southampton permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.477272219086424,0.929469029023281,1.6114035140622407,1.5913084736625753,2.055246324924254,2.1304865393787447,,,,,,,0.0,0.0,Brentford,38
Mikey,Moore,Moore,Midfielder,TOT,5.737102280502617,8.791801693889475,0.0,0.0,Has joined Rangers on loan for the rest of the season.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5129687931184007,0.7609125126247591,1.4869644727111195,1.38679518709879,1.5894613149495473,3.054699413386859,,,,,,,0.0,0.0,Spurs,38
Amara,Nallo,Nallo,Defender,LIV,6.906759763087962,8.79126604567878,100.0,100.0,,3.7,0.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.144474666589593,1.1065534569075268,1.4949498551771074,1.4654263669822205,1.6953554174315149,1.8845062825908188,,,,,,,0.0,0.0,Liverpool,38
Bastien,Meupiyou Menadjou,Meupiyou,Defender,WOL,6.709830523478447,8.787370551068953,0.0,0.0,On loan to FC Alverca,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.47830226198391534,0.8468554952607648,1.6105659975747713,2.091585358241359,1.6825214104176365,2.077540027590505,,,,,,,0.0,0.0,Wolves,38
Lewis,O'Brien,O'Brien,Midfielder,NFO,5.732082717126517,8.786782130513377,0.0,0.0,Has joined Wrexham permanently.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5129687931184007,0.7609125126247591,1.4869644727111195,1.4130649735124186,1.5581719651598196,3.054699413386859,,,,,,,0.0,0.0,Nott'm Forest,38
Matt,Targett,Targett,Defender,NEW,6.659587806341921,8.78376828456296,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.47758610104957067,0.812199884557006,1.5742188166235809,2.1138803622651574,1.6817026418466066,2.124180478221039,,,,,,,0.0,0.0,Newcastle,38
Edson,Álvarez Velázquez,Álvarez,Midfielder,WHU,5.728772552188461,8.78347196557532,0.0,0.0,Has joined Fenerbahçe on loan for the rest of the season.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.509578213856258,0.7609125126247591,1.4889015626071334,1.4168648560254322,1.552515407074878,3.0546994133868592,,,,,,,0.0,0.0,West Ham,38
Maxwel,Cornet,Cornet,Midfielder,WHU,5.728772552188461,8.78347196557532,0.0,0.0,has joined Genoa on loan for the rest of the season.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.509578213856258,0.7609125126247591,1.4889015626071334,1.4168648560254322,1.552515407074878,3.0546994133868592,,,,,,,0.0,0.0,West Ham,38
