first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,player_id,team_code,defcon_actions,defcon_actions_per_90,role,name,season_stats_gw
Alfie,Pond,Pond,Defender,WOL,6.7086636727224445,8.772256739129588,0.0,0.0,has joined Crewe Alexandra on loan for the rest of the season.,3.9,0.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49256659653493834,0.8090813156344467,1.624050500903727,2.0262595012119595,1.756705758437373,2.0635930664071434,,,,,,,641,39,0.0,0.0,Defender,Wolves,38
Patrick,Roberts,Roberts,Midfielder,SUN,5.810887088953642,8.769324407201925,0.0,0.0,has joined Birmingham City permanently.,5.4,0.0,0.0,0.2,1,0,1.0,0.0,0.1,0.07,0.17,,1.8,7.3,5.0,1.4,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5365650049683561,0.7827563084546846,1.4313099994094918,1.4034832889080204,1.6567724872130882,2.958437318248282,,,,,,,545,56,0.0,0.0,Midfielder,Sunderland,38
Ederson,Santana de Moraes,Ederson M.,Goalkeeper,MCI,6.102235714411914,8.765821760476873,0.0,0.0,has joined Fenerbache permanently.,5.3,0.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.511026501446599,0.7020927415586233,1.620995057126902,1.5020041146041416,1.7661172996756485,2.6635860460649594,,,,,,,399,43,0.0,0.0,Goalkeeper,Man City,38
Harrison,Jones,H.Jones,Midfielder,SUN,6.721611759859323,8.749122677611991,,,,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9458856917923837,1.4472949895834544,1.5045022959039154,1.2663824470213163,1.557546335558253,2.027510917752668,,,,,,,557,56,0.0,0.0,Midfielder,Sunderland,38
Estêvão,Almeida de Oliveira Gonçalves,Estêvão,Midfielder,CHE,7.023211443980777,8.743463056501557,0.0,0.0,Hamstring injury - Expected back 01 Jun,6.4,1.7,0.0,9.1,58,0,2.6,0.0,0.31,0.23,0.54,,183.4,230.9,314.0,72.6,0.0,2,5,4,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4571236759282663,1.2349610611674073,1.4146373719767027,1.704383449824017,2.2121058850843833,1.720251612520781,,,,,,,238,8,0.0,0.0,Midfielder,Chelsea,38
Adam,Webster,Webster,Defender,BHA,6.486248909051687,8.739177838378744,0.0,0.0,Knee injury - Unknown return date,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4786293066218777,0.707773630567035,1.4162183262473773,1.6238402190645231,2.259787426550874,2.252928929327058,,,,,,,153,36,0.0,0.0,Defender,Brighton,38
Simon,Adingra,Adingra,Midfielder,SUN,6.1698542757769115,8.737244291603844,0.0,0.0,has joined AS Monaco on loan for the rest of the season.,4.9,0.3,0.0,6.9,34,0,2.4,0.0,0.05,0.09,0.14,,81.4,116.8,75.0,27.0,0.0,1,1,4,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5056134025997581,0.7823138530549656,1.4147930126601749,1.6073562187766144,1.8597777886853986,2.567390015826933,,,,,,,543,56,0.0,0.0,Midfielder,Sunderland,38
Manuel,Akanji,Akanji,Defender,MCI,6.060821589164544,8.729166784985413,0.0,0.0,has joined Inter Milan on loan for the rest of the season.,5.4,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5001217339748846,0.8500350131472616,1.6278536490852153,1.3452257065081121,1.737585486449071,2.66834519582087,,,,,,,404,43,0.0,0.0,Defender,Man City,38
Cheick,Doucouré,Doucouré,Midfielder,CRY,5.909699268446907,8.726645499700311,0.0,0.0,Lack of match fitness - Expected back 01 Jun,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4958735052615829,0.7731077512259047,1.258495463916995,1.431470103009156,1.9507524450332683,2.8169462312534037,,,,,,,268,31,0.0,0.0,Midfielder,Crystal Palace,38
Martin,Sherif,Sherif,Forward,EVE,6.52840642887228,8.723935491688476,0.0,0.0,has joined Port Vale on loan for the rest of the season.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49202670334659,1.052444875148605,1.6284518911086585,1.7887491966687106,1.5667337625997155,2.1955290628161945,,,,,,,313,11,0.0,0.0,Forward,Everton,38
Eiran,Cashin,Cashin,Defender,BHA,6.477142751408787,8.719195343684293,0.0,0.0,has joined Blackburn Rovers on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4721016268878366,0.7116781966390929,1.3808740158245159,1.8023297365982294,2.1101591754591125,2.242052592275505,,,,,,,154,36,0.0,0.0,Defender,Brighton,38
Mark,Travers,Travers,Goalkeeper,EVE,6.851876758735628,8.71903338886057,100.0,100.0,,4.2,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5890927067611722,1.0951244585484936,1.4350139250648657,1.1448486557420354,1.587797012619061,1.8671566301249414,,,,,,,288,11,0.0,0.0,Goalkeeper,Everton,38
Fábio,Soares Silva,Fábio Silva,Forward,WOL,6.572872693209952,8.710956056887518,0.0,0.0,has joined Borussia Dortmund permanently.,4.9,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4966436016347129,1.1073492444157316,1.6874030272184681,1.6627594708143778,1.618717349126661,2.1380833636775667,,,,,,,655,39,0.0,0.0,Forward,Wolves,38
Antoni,Milambo,Milambo,Midfielder,BRE,6.366708645425839,8.700650082383401,0.0,0.0,Knee injury - Expected back 01 Jun,5.2,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.02,0.02,,4.0,1.8,0.0,0.6,0.0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4890796685723619,0.9919355291778913,1.7254757595528216,1.4264109501558186,1.7338067379669457,2.3339414369575624,,,,,,,122,94,0.0,0.0,Midfielder,Brentford,38
Stefanos,Tzimas,Tzimas,Forward,BHA,6.4768800037384775,8.700597816379318,0.0,0.0,Knee injury - Expected back 01 Jun,5.2,0.1,0.0,3.1,16,0,1.8,0.0,0.3,0.08,0.38,,66.6,65.7,44.0,17.7,0.0,1,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5216642469560393,0.8345156483901819,1.5665766336703173,1.2247133085565935,2.3294101661653452,2.2237178126408397,,,,,,,180,36,0.0,0.0,Forward,Brighton,38
Tariq,Lamptey,Lamptey,Defender,BHA,6.446399973736674,8.697828871139958,0.0,0.0,has joined Fiorentina permanently.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4786293066218777,0.7057057722872055,1.4078785711665622,1.5957550042669368,2.2584313193940915,2.2514288974032843,,,,,,,150,36,0.0,0.0,Defender,Brighton,38
Youssef,Ramalho Chermiti,Y.Chermiti,Forward,EVE,6.497944240495906,8.693113270174734,0.0,0.0,has joined Rangers permanently.,4.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49202670334659,1.1569958132467466,1.7170600014831912,1.5186332854595395,1.6132284369598389,2.1951690296788273,,,,,,,312,11,0.0,0.0,Forward,Everton,38
Adam,Aznou,Aznou,Defender,EVE,6.84922368931281,8.673247567260486,100.0,100.0,,4.2,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.113854801661836,1.2169935197270845,1.5325510569280985,1.2415299381396312,1.7442943728561606,1.8240238779476765,,,,,,,667,11,0.0,0.0,Defender,Everton,38
Pervis,Estupiñán Tenorio,Estupiñan,Defender,BHA,6.401263781946139,8.648042538021674,0.0,0.0,Has joined AC Milan permanently,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4786293066218777,0.7098521968213147,1.4216087686170444,1.5085127442612416,2.2826607656246605,2.2467787560755346,,,,,,,147,36,0.0,0.0,Defender,Brighton,38
Ilia,Gruev,Gruev,Midfielder,LEE,6.736112891640523,8.64266960745713,0.0,0.0,Knee injury - Expected back 01 Jun,4.7,0.1,0.0,11.9,56,0,2.4,0.0,0.03,0.06,0.09,,199.4,171.0,64.0,43.2,0.0,0,4,5,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.4335139365292704,0.8877032403930075,1.8594143866304702,1.7137780256877044,1.841703302400069,1.9065567158166072,,,,,,,356,2,0.0,0.0,Midfielder,Leeds,38
Jacob,Slater,Slater,Defender,BHA,6.400013653109958,8.640566213461689,0.0,0.0,has joined Harrogate Town on loan until January.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4721016268878366,0.7062540629583074,1.3739812924817105,1.7385447757724193,2.109131895009684,2.2405525603517313,,,,,,,155,36,0.0,0.0,Defender,Brighton,38
Tom,Watson,Watson,Midfielder,BHA,6.002230858378139,8.631781041182581,0.0,0.0,has joined Millwall on loan for the rest of the season.,4.8,0.0,0.0,1.0,5,0,0.8,0.0,0.06,0.05,0.11,,6.0,2.4,7.0,1.6,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4924750298514901,0.7531318128997525,1.286429685123629,1.4529963027336656,2.017198027769602,2.629550182804442,,,,,,,172,36,0.0,0.0,Midfielder,Brighton,38
Tino,Livramento,Livramento,Defender,NEW,6.236211098305706,8.628593067600761,0.0,0.0,Thigh injury - Expected back 01 Jun,4.9,1.8,0.0,12.0,59,0,3.5,0.0,0.01,0.06,0.07,,219.4,199.7,42.0,46.1,0.0,0,1,6,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.43771655956046085,0.8558681162123218,1.5904146458902453,1.50551035433224,1.8467014223104377,2.3923819692950543,,,,,,,477,4,0.0,0.0,Defender,Newcastle,38
Arthur,Masuaku,Masuaku,Defender,SUN,6.238636942391805,8.620149111261224,0.0,0.0,has joined RC Lens on loan for the rest of the season.,3.9,0.5,0.0,0.3,1,0,0.3,0.0,0.05,0.06,0.11,,21.8,20.1,7.0,4.9,0.0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5030034029561079,0.8764881409489309,1.8268159497033336,1.217820143971842,1.81450930481159,2.3815121688694196,,,,,,,678,56,0.0,0.0,Defender,Sunderland,38
Rico,Henry,Henry,Defender,BRE,6.378629866043332,8.617308575179642,0.0,0.0,Hamstring injury - Expected back 01 Jun,4.3,0.1,0.0,12.1,52,0,2.1,0.0,0.01,0.04,0.05,,151.6,82.0,35.0,26.9,0.0,0,2,4,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.43281213595285234,0.8710192668136444,1.5972386058899064,1.561550464847126,1.9160093925398032,2.2386787091363107,,,,,,,109,94,0.0,0.0,Defender,Brentford,38
Matai,Akinmboni,Akinmboni,Defender,BOU,6.795161276444592,8.617284360856283,100.0,100.0,,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.096621569268341,1.1758238844699807,1.454337525158991,1.3280537240967338,1.740324573450545,1.8221230844116918,,,,,,,75,91,0.0,0.0,Defender,Bournemouth,38
Jamie,Bynoe-Gittens,Gittens,Midfielder,CHE,7.021980895346785,8.607759092113195,25.0,25.0,Hamstring injury - 25% chance of playing,6.0,0.1,0.0,4.2,25,0,1.6,0.0,0.15,0.17,0.32,,93.0,130.4,91.0,31.3,0.0,0,2,1,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6353569214173488,1.6366785026734172,1.6181266241650083,1.3603725283846533,1.7714463187063576,1.58577819676641,,,,,,,239,8,0.0,0.0,Midfielder,Chelsea,38
George,Earthy,Earthy,Midfielder,WHU,5.729052911835412,8.591834400035907,0.0,0.0,has joined Bristol City on loan for the rest of the season.,4.5,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.11,0.11,,0.0,1.5,2.0,0.4,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49648332940974743,0.7682339487482648,1.4846987423650444,1.3950304445558812,1.5846064467564747,2.862781488200495,,,,,,,620,21,0.0,0.0,Midfielder,West Ham,38
Saša,Kalajdžić,Kalajdžić,Forward,WOL,6.584537922997854,8.588868538610603,0.0,0.0,has joined LASK on loan for the rest of the season.,4.9,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.06,0.06,,1.0,4.3,2.0,0.7,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.50314129822483,1.176236497410855,1.7399391146178518,1.3985822195728077,1.7666387931715102,2.0043306156127487,,,,,,,656,39,0.0,0.0,Forward,Wolves,38
Lukasz,Fabianski,Fabianski,Goalkeeper,WHU,6.701647417458179,8.578199699558724,100.0,100.0,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6152842189908685,0.9335174940014244,1.270680952952235,1.2820788276745607,1.6000859238390894,1.8765522821005445,,,,,,,738,21,0.0,0.0,Goalkeeper,West Ham,38
Dan,Neil,Neil,Midfielder,SUN,5.601119994438884,8.564149731145882,0.0,0.0,has joined Ipswich Town on loan for the rest of the season.,4.8,0.0,0.0,0.6,3,0,1.0,0.0,0.0,0.0,0.0,,3.0,1.4,0.0,0.4,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.483610592959102,0.7548724361573925,1.4469289399401024,1.4094167205948716,1.5062913047874154,2.963029736706998,,,,,,,549,56,0.0,0.0,Midfielder,Sunderland,38
Emil,Krafth,Krafth,Defender,NEW,6.4318678537309655,8.563671356222267,0.0,0.0,Knee injury - Unknown return date,4.3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,1.4,1.2,0.0,0.3,0.0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4785779154262452,0.9702577920580525,1.7106521893944049,1.5150687552830264,1.7573112015692363,2.131803502491301,,,,,,,479,4,0.0,0.0,Defender,Newcastle,38
Elyh,Harrison,Harrison,Goalkeeper,MUN,6.38487598304909,8.540121255556414,0.0,0.0,On loan to Shrewsbury Town,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814847405275622,0.8468263132315123,1.4885411680281582,1.7659907033008124,1.802033057961046,2.155245272507325,,,,,,,433,1,0.0,0.0,Goalkeeper,Man Utd,38
Michael,Obafemi,Obafemi,Forward,BUR,6.264340581809643,8.51305811927136,0.0,0.0,has joined Blackpool on loan for the rest of the season.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4997208069162545,0.8415841468627449,1.5634008279066731,1.6784465528562522,1.6811882472677178,2.248717537461717,,,,,,,219,90,0.0,0.0,Forward,Burnley,38
Filip,Marschall,Marschall,Goalkeeper,AVL,6.336002372121698,8.491247644629023,0.0,0.0,Has joined Stevenage permanently.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814847405275622,0.8468263132315123,1.4885411680281582,1.737747531439066,1.7814026188953989,2.155245272507325,,,,,,,35,7,0.0,0.0,Goalkeeper,Aston Villa,38
Will,Lankshear,Lankshear,Forward,TOT,6.212307607682517,8.487650055103515,0.0,0.0,has joined Oxford United on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.510534141906391,0.7928356541524124,1.5858651484071937,1.7520285022272397,1.5710441609892798,2.2753424474209973,,,,,,,598,6,0.0,0.0,Forward,Spurs,38
Oleksandr,Zinchenko,Zinchenko,Defender,NFO,5.877364369456128,8.460766336364863,0.0,0.0,has joined Ajax permanently.,4.9,0.2,0.0,1.4,7,0,1.4,0.0,0.02,0.09,0.11,,80.8,83.4,22.0,18.6,0.0,0,0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5393730438185483,0.8112879697851841,1.415810984060454,1.269682799771785,1.8412095720201564,2.583401966908734,,,,,,,12,17,0.0,0.0,Defender,Nott'm Forest,38
Adama,Traoré Diarra,Adama,Midfielder,WHU,6.612131209182756,8.458447559729642,25.0,25.0,Muscle injury - 25% chance of playing,5.1,0.1,0.0,4.9,25,0,1.0,0.0,0.17,0.14,0.31,,33.4,73.8,70.0,17.2,0.0,0,0,0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5082145426864733,1.6242706173787405,1.546513811759564,1.2546923441766533,1.678439893181325,1.846316350546885,,,,,,,326,21,0.0,0.0,Midfielder,West Ham,38
Jamaal,Lascelles,Lascelles,Defender,NEW,6.317792407470865,8.44621003686677,0.0,0.0,has joined Leicester City permanently.,4.3,0.0,0.0,0.2,1,0,0.5,0.0,0.19,0.0,0.19,,10.2,0.0,7.0,1.7,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996021741360437,1.1430460997407907,2.0337679546882446,1.3906185911870808,1.2507575877187054,2.128417629395906,,,,,,,480,4,0.0,0.0,Defender,Newcastle,38
Ki-Jana,Hoever,Hoever,Defender,WOL,6.339693258262667,8.43941156186143,0.0,0.0,has joined Sheffield United on loan for the rest of the season.,3.8,0.8,0.0,2.6,10,0,1.2,0.0,0.0,0.08,0.08,,101.4,87.8,13.0,20.3,0.0,0,0,0,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.5513206339532806,0.982183950484725,1.7324843224640916,1.2465217225973855,1.8271826287631845,2.099718303598763,,,,,,,638,39,0.0,0.0,Defender,Wolves,38
Mamadou,Sarr,M.Sarr,Defender,CHE,7.174355385474586,8.42884882017401,100.0,100.0,,4.5,0.0,0.0,0.7,3,0,1.0,0.0,0.32,0.0,0.32,,6.4,0.1,7.0,1.3,0.0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.033003124374543,1.3329151975615159,1.5379788166219113,1.5713799688622268,1.699078278054388,1.2544934346994254,,,,,,,231,8,0.0,0.0,Defender,Chelsea,38
Joe,Gauci,Gauci,Goalkeeper,AVL,6.275607365500637,8.428386117020557,0.0,0.0,Has joined Port Vale on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814847405275622,0.8370625731247041,1.475213590599128,1.6986445771238048,1.7832018841254373,2.15277875151992,,,,,,,34,7,0.0,0.0,Goalkeeper,Aston Villa,38
Leo Fuhr,Hjelde,Hjelde,Defender,SUN,6.176066532704173,8.418638570761583,0.0,0.0,has joined Sheffield United on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.48946484203464224,0.6978936926661683,1.5142126842235797,1.8384229955876397,1.6360723181921428,2.242572038057411,,,,,,,536,56,0.0,0.0,Defender,Sunderland,38
Aji,Alese,Alese,Defender,SUN,6.176066532704173,8.418638570761583,0.0,0.0,has joined Portsmouth on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.48946484203464224,0.6978936926661683,1.5142126842235797,1.8384229955876397,1.6360723181921428,2.242572038057411,,,,,,,533,56,0.0,0.0,Defender,Sunderland,38
Rob,Holding,Holding,Defender,CRY,6.26096832144598,8.411170636781884,0.0,0.0,Has joined Colorado Rapids permanently.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4724865811748256,0.7080835114152014,1.356507799259247,1.760149631142156,1.9637407984545499,2.1502023153359042,,,,,,,264,31,0.0,0.0,Defender,Crystal Palace,38
Danny,Imray,Imray,Defender,CRY,6.26096832144598,8.411170636781884,0.0,0.0,has joined West Brom on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4724865811748256,0.7080835114152014,1.356507799259247,1.760149631142156,1.9637407984545499,2.1502023153359042,,,,,,,798,31,0.0,0.0,Defender,Crystal Palace,38
Shurandy,Sambo,Sambo,Defender,BUR,6.204578875579864,8.396901980824293,0.0,0.0,has joined Sparta Rotterdam on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.47865150704450565,0.7140824942248415,1.5049848382960018,1.8435693156043922,1.663290720410124,2.1923231052444274,,,,,,,196,90,0.0,0.0,Defender,Burnley,38
Owen,Dodgson,Dodgson,Defender,BUR,6.204578875579864,8.396901980824293,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.47865150704450565,0.7140824942248415,1.5049848382960018,1.8435693156043922,1.663290720410124,2.1923231052444274,,,,,,,189,90,0.0,0.0,Defender,Burnley,38
Eric,da Silva Moreira,Da Silva Moreira,Midfielder,NFO,6.6383598974556275,8.391883076529837,100.0,100.0,,4.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0362865495182438,1.5317410041099206,1.2909573119462054,1.2345563711938545,1.5448186606874028,1.7535231790742094,,,,,,,523,17,0.0,0.0,Midfielder,Nott'm Forest,38
Luís Hemir,Silva Semedo,Luís Hemir,Forward,SUN,6.10392447432603,8.38349153704307,0.0,0.0,has joined Moreirense on loan for the rest of the season.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.510534141906391,0.73474772308197,1.5769905403893896,1.715119387502603,1.5665326814456761,2.2795670627170397,,,,,,,563,56,0.0,0.0,Forward,Sunderland,38
Nazarii,Rusyn,Rusyn,Forward,SUN,6.10392447432603,8.38349153704307,0.0,0.0,has joined Arka on loan for the rest of the season.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.510534141906391,0.73474772308197,1.5769905403893896,1.715119387502603,1.5665326814456761,2.2795670627170397,,,,,,,564,56,0.0,0.0,Forward,Sunderland,38
Romain,Esse,Esse,Midfielder,CRY,5.809339720468326,8.3679950979907,0.0,0.0,has joined Coventry City on loan for the rest of the season.,4.7,0.1,0.0,0.9,4,0,1.0,0.0,0.0,0.09,0.09,,6.8,2.7,6.0,1.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4905643487458988,0.8044935678344967,1.2511005148936067,1.3711593692109791,1.8920219197833448,2.5586553775223733,,,,,,,269,31,0.0,0.0,Midfielder,Crystal Palace,38
Jayden,Danns,Danns,Forward,LIV,6.086706952305029,8.359525732219947,0.0,0.0,Hamstring injury - Unknown return date,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.510534141906391,0.7173376947110875,1.5728823154181582,1.7285097744137925,1.5574430258555991,2.272818779914918,,,,,,,398,14,0.0,0.0,Forward,Liverpool,38
Boubacar,Kamara,Kamara,Midfielder,AVL,6.303618277370992,8.353446843590303,0.0,0.0,Knee injury - Expected back 01 Jun,4.9,0.2,0.0,12.4,61,0,3.4,0.0,0.03,0.05,0.08,,325.0,241.3,75.0,64.2,0.0,1,3,5,15,17,0.0,0.0,0.0,0.0,0.0,0.0,0.4336366352924088,0.8573555531203931,1.5888782844299127,1.5238723912043666,1.8998754133239104,2.0498285662193108,,,,,,,58,7,0.0,0.0,Midfielder,Aston Villa,38
Niall,Huggins,Huggins,Defender,SUN,6.105834452850424,8.347092409430013,0.0,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,4.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.48946484203464224,0.694283725232272,1.505338076205775,1.7850225573755185,1.631725252002216,2.2412579565795894,,,,,,,537,56,0.0,0.0,Defender,Sunderland,38
